Team 1,Team 2,Winning Team,Winning Score,Losing Score,Map Played
Hanat auki,RatsOfTheYear,RatsOfTheYear,9,16,dust2
GL SHAKER,myMDL,GL SHAKER,16,13,mirage
Menace,Jynttä,Menace,16,9,dust2
Superstars,RatsOfTheYear,RatsOfTheYear,3,16,dust2
myMDL,RatsOfTheYear,myMDL,16,13,mirage
Hanat auki,Jynttä,Jynttä,10,16,mirage
GL SHAKER,Superstars,Superstars,6,16,dust2
RatsOfTheYear,Menace,Menace,14,16,mirage
Hanat auki,Superstars,Hanat auki,16,10,mirage
myMDL,Jynttä,Jynttä,7,16,inferno
PENTA,3DMAX,3DMAX,3,16,inferno
a2e,mousesports,mousesports,7,16,mirage
LDLC,fnatic,fnatic,5,16,cache
NiP,Epsilon,NiP,16,11,dust2
fnatic,Epsilon,fnatic,16,7,dust2
fnatic,Titan,fnatic,16,12,dust2
iBUYPOWER,Cloud9,Cloud9,10,16,overpass
NetcodeGuides.com,LunatiK,NetcodeGuides.com,16,10,nuke
savage,Mobility,Mobility,13,16,inferno
NetcodeGuides.com,iBUYPOWER,iBUYPOWER,14,16,nuke
Epsilon,HellRaisers,HellRaisers,6,16,mirage
Germany,Sweden,Germany,15,15,inferno
LDLC,HellRaisers,LDLC,21,18,overpass
NiP,Titan,Titan,5,16,inferno
HAXCON,noMERCY,noMERCY,5,16,mirage
ePlay,ALSEN,ALSEN,10,16,mirage
fnatic,LDLC,fnatic,16,8,cache
Belarus,Norway,Norway,14,16,dust2
HellRaisers,Epsilon,Epsilon,29,31,inferno
Isak,NiP,NiP,8,16,dust2
AMNESIA,31337,31337,1,16,mirage
CPH Wolves,LDLC,LDLC,11,16,inferno
NiP,Virtus.pro,NiP,16,12,season
Turkey,Norway,Norway,14,16,inferno
Virtus.pro,Titan,Titan,14,16,cache
Serbia,Sweden,Sweden,5,16,inferno
Turkey,Poland,Poland,3,16,dust2
Virtus.pro,OverGaming,Virtus.pro,16,5,cache
CPH Wolves,Titan,Titan,16,19,cache
LDLC,CPH,LDLC,16,4,dust2
HellRaisers,Titan,Titan,11,16,mirage
Latvia,Denmark,Denmark,8,16,inferno
The Lone Rangers,Virtus.pro,Virtus.pro,5,16,cache
Serbia,Finland,Serbia,16,12,mirage
ePlay,31337,ePlay,16,5,nuke
NiP,OverGaming,NiP,16,2,inferno
Outbreak,Planetkey,Planetkey,12,16,inferno
ZYLEX,Orbit,Orbit,13,16,mirage
Virtus.pro,NiP,Virtus.pro,16,7,inferno
Finland,Sweden,Finland,16,13,mirage
PENTA,AliGon,PENTA,16,8,dust2
Czech Republic,Netherlands,Netherlands,8,16,dust2
fusd0,myXMG,myXMG,3,16,inferno
Virtus.pro,HellRaisers,Virtus.pro,16,2,inferno
Epsilon,NiP,Epsilon,16,8,dust2
A-Gaming,Epsilon,Epsilon,2,16,cache
EZPZ_LS,PENTA,PENTA,8,16,nuke
The Lone Rangers,Epsilon,The Lone Rangers,15,15,cache
Publiclir.se,myXMG,myXMG,4,16,mirage
dAT,Titan,dAT,15,15,mirage
Menace,FlipSid3,FlipSid3,17,19,cache
Virtus.pro,Titan,Virtus.pro,16,12,cache
OnlineBOTS,GPlay,OnlineBOTS,16,4,inferno
USSR,NeverPlay,NeverPlay,8,16,inferno
dAT,OverGaming,OverGaming,14,16,inferno
CPH Wolves,Natus,Natus,7,16,dust2
dAT,CPH,CPH,11,16,nuke
OverGaming,Natus,OverGaming,15,15,season
dAT,Virtus.pro,dAT,15,15,mirage
CPH Wolves,OverGaming,CPH Wolves,16,14,dust2
dAT,Natus,Natus,8,16,mirage
Orbit,HellRaisers,HellRaisers,6,16,mirage
Epsilon,HellRaisers,Epsilon,15,15,dust2
HellRaisers,The,HellRaisers,16,3,dust2
3DMAX,dignitas,3DMAX,19,17,dust2
CPH Wolves,3DMAX,3DMAX,13,16,cache
dignitas,fnatic,fnatic,16,19,cache
Orbit,Epsilon,Epsilon,14,16,inferno
Hungary,Bosnia,Hungary,16,13,inferno
OverGaming,Virtus.pro,OverGaming,16,4,cache
CPH Wolves,dignitas,dignitas,14,16,inferno
Natus Vincere,Virtus.pro,Virtus.pro,13,16,season
3DMAX,fnatic,fnatic,4,16,cache
Titan,NiP,Titan,16,13,dust2
Titan,ALTERNATE,Titan,16,12,cache
LDLC,NiP,LDLC,16,3,inferno
LDLC,Titan,LDLC,16,12,mirage
ALTERNATE aTTaX,NiP,NiP,8,16,inferno
savage,Cloud9,Cloud9,3,16,nuke
Exertus,Cloud9,Cloud9,8,16,train
3DMAX,Natus,Natus,11,16,dust2
The Lone Rangers,NiP,NiP,3,16,cache
A-Gaming,LDLC,LDLC,6,16,dust2
A-Gaming,The,The,7,16,cache
Czech Republic,Kazakhstan,Kazakhstan,10,16,dust2
A-Gaming,HellRaisers,HellRaisers,13,16,mirage
Orbit,LDLC,LDLC,8,16,mirage
Virtus.pro,mousesports,mousesports,13,16,mirage
NiP,LDLC,NiP,15,15,cache
Natus Vincere,Titan,Titan,11,16,dust2
k1ck,EZpeezy,k1ck,16,9,dust2
HellRaisers,NiP,NiP,11,16,overpass
myXMG,Property,Property,10,16,dust2
Vination,NeverPlay,NeverPlay,12,16,cache
NO SIR!,Orbit,NO SIR!,16,3,dust2
KARHUKOPLA,EZpeezy,EZpeezy,3,16,cache
aimface,myXMG,myXMG,12,16,cache
BONHAM.net,k1ck,k1ck,12,16,cache
MayaM,Orbit,Orbit,7,16,cache
AliGon,NeverPlay,NeverPlay,9,16,cache
dAT,NO,NO,7,16,cache
Natus Vincere,mousesports,mousesports,13,16,inferno
webSPELL,aimface,aimface,11,16,mirage
Bullseye,BONHAM.net,BONHAM.net,7,16,mirage
Recursive,Orbit,Orbit,17,19,inferno
ESC,Titan,Titan,5,16,cache
PENTA,k1ck,k1ck,12,16,inferno
Heat,3DMAX,3DMAX,8,16,inferno
Titan,Natus,Natus,14,16,season
AlienTech,ROKO,ROKO,13,16,dust2
Outbreak,Orbit,Orbit,2,16,dust2
USSR,webSPELL,webSPELL,4,16,dust2
mousesports,dignitas,dignitas,6,16,cache
EnRo GRIFFINS,myXMG,myXMG,2,16,dust2
HellRaisers,LDLC,LDLC,13,16,dust2
Platinium,MayaM,MayaM,13,16,nuke
Planetkey,k1ck,k1ck,13,16,nuke
dAT,Natus,Natus,5,16,mirage
Nostalgie,NO,NO,1,16,nuke
HellRaisers,Natus,Natus,10,16,mirage
AMNESIA,noMERCY,noMERCY,5,16,inferno
Belgium,Poland,Poland,9,16,mirage
A-Gaming,NiP,NiP,3,16,nuke
SKDC,iBUYPOWER,iBUYPOWER,2,16,train
Flaming Rainbows,iBUYPOWER,iBUYPOWER,6,16,train
SKDC,LunatiK,LunatiK,13,16,train
Epsilon,OverGaming,OverGaming,3,16,nuke
myXMG,NiP,NiP,13,16,overpass
United Kingdom,Russia,Russia,5,16,dust2
A-Gaming,myXMG,myXMG,3,16,dust2
dAT,ESC,ESC,7,16,nuke
A-Gaming,Orbit,Orbit,13,16,mirage
OverGaming,mousesports,mousesports,14,16,season
Latvia,Russia,Russia,6,16,dust2
myXMG,Orbit,Orbit,13,16,season
OverGaming,Epsilon,Epsilon,6,16,cache
HAXCON,31337,31337,9,16,inferno
Orbit,The,The,8,16,dust2
Nostalgie,myXMG,myXMG,16,19,dust2
mousesports,OverGaming,OverGaming,7,16,dust2
Natus Vincere,dignitas,dignitas,3,16,cache
ESC,OverGaming,OverGaming,6,16,mirage
dignitas,Natus,Natus,10,16,train
dignitas,fnatic,fnatic,9,16,inferno
The Lone Rangers,myXMG,myXMG,8,16,dust2
fnatic,mousesports,mousesports,10,16,season
myXMG,HellRaisers,HellRaisers,10,16,inferno
ESC,Natus,Natus,6,16,season
OneShot,Natus,Natus,6,16,season
RELiABLE,Flaming,Flaming,11,16,train
RELiABLE,Exertus,Exertus,9,16,train
HellRaisers,fnatic,fnatic,8,16,cache
Epsilon,Virtus.pro,Virtus.pro,14,16,season
Natus Vincere,OverGaming,OverGaming,13,16,season
Virtus.pro,Titan,Titan,11,16,mirage
Epsilon,fnatic,fnatic,5,16,cache
OverGaming,Natus,Natus,14,16,nuke
Epsilon,fnatic,fnatic,11,16,train
NiP,dignitas,dignitas,4,16,dust2
LDLC,Epsilon,Epsilon,14,16,cache
dAT,HellRaisers,HellRaisers,12,16,mirage
Natus Vincere,fnatic,fnatic,11,16,nuke
OverGaming,dignitas,dignitas,7,16,dust2
OverGaming,dignitas,dignitas,1,16,dust2
Virtus.pro,mousesports,mousesports,6,16,dust2
OneShot,ESC,ESC,8,16,dust2
Virtus.pro,CPH,Virtus.pro,15,15,cache
savage,LunatiK,LunatiK,6,16,inferno
Mobility,Cloud9,Cloud9,2,16,mirage
HellRaisers,Titan,Titan,10,16,cache
Virtus.pro,Titan,Titan,10,16,season
Epsilon,dignitas,dignitas,8,16,overpass
Titan,mousesports,mousesports,10,16,mirage
fnatic,NiP,NiP,12,16,inferno
Planetkey,3DMAX,3DMAX,14,16,nuke
dignitas,Virtus.pro,Virtus.pro,7,16,train
Titan,mousesports,mousesports,14,16,train
Planetkey,dAT,dAT,14,16,nuke
dignitas,fnatic,fnatic,14,16,season
Virtus.pro,LDLC,LDLC,14,16,cache
dAT,3DMAX,3DMAX,5,16,nuke
Nostalgie,Orbit,Orbit,13,16,mirage
Flaming Rainbows,NetcodeGuides.com,NetcodeGuides.com,10,16,dust2
Mobility,LunatiK,LunatiK,12,16,inferno
myXMG,LDLC,LDLC,6,16,inferno
The Lone Rangers,LDLC,LDLC,4,16,dust2
Titan,dignitas,dignitas,14,16,train
Planetkey,HellRaisers,HellRaisers,19,22,mirage
Titan,dignitas,dignitas,7,16,inferno
myXMG,Virtus.pro,Virtus.pro,13,16,overpass
OneShot,Virtus.pro,Virtus.pro,1,16,mirage
Poland,France,France,11,16,dust2
3DMAX,HellRaisers,HellRaisers,10,16,nuke
OneShot,CPH,CPH,3,16,dust2
RELiABLE,Cloud9,Cloud9,10,16,dust2
Flaming Rainbows,LunatiK,LunatiK,12,16,dust2
myXMG,Epsilon,Epsilon,13,16,inferno
Turkey,Belgium,Belgium,7,16,dust2
OverGaming,fnatic,fnatic,5,16,mirage
Titan,fnatic,fnatic,12,16,inferno
mousesports,myXMG,myXMG,8,16,dust2
Orbit,NiP,NiP,10,16,dust2
mousesports,fnatic,fnatic,8,16,nuke
Orbit,myXMG,myXMG,14,16,dust2
LDLC,Epsilon,Epsilon,3,16,dust2
Orbit,mousesports,mousesports,14,16,dust2
OverGaming,fnatic,fnatic,8,16,dust2
Epsilon,dignitas,dignitas,8,16,inferno
OneShot,Titan,Titan,6,16,dust2
Virtus.pro,Orbit,Orbit,10,16,mirage
OneShot,OverGaming,OverGaming,9,16,inferno
Nostalgie,Virtus.pro,Virtus.pro,6,16,season
SKDC,NetcodeGuides.com,NetcodeGuides.com,4,16,dust2
FiMAGi,ALTERNATE,ALTERNATE,7,16,cache
myXMG,ALTERNATE,ALTERNATE,10,16,dust2
dAT,OneShot,OneShot,13,16,inferno
mousesports,ALTERNATE,ALTERNATE,19,21,cache
ESC,CPH,CPH,14,16,cache
OverGaming,Titan,Titan,14,16,inferno
BZSX,FiMAGi,FiMAGi,6,16,cache
OverGaming,mousesports,mousesports,2,16,dust2
ESC,Virtus.pro,ESC,15,15,mirage
dAT,FiMAGi,FiMAGi,8,16,mirage
Kazakhstan,Ukraine,Ukraine,9,16,dust2
ggrabb,myXMG,myXMG,3,16,inferno
Refuse,dAT,dAT,10,16,nuke
A-Gaming,FiMAGi,FiMAGi,2,16,mirage
CopcepbI,mousesports,mousesports,6,16,cache
CPH Wolves,Titan,CPH Wolves,15,15,cache
volgare,BZSX,BZSX,13,16,inferno
team_MDL,dAT,dAT,7,16,inferno
OnlineBOTS,Refuse,Refuse,14,16,inferno
Wu Xing,Orbit,Orbit,0,16,mirage
webSPELL,OverGaming,OverGaming,19,21,dust2
3DMAX,FiMAGi,FiMAGi,10,16,mirage
icsu,volgare,volgare,12,16,inferno
AGENT,Wu,Wu,1,16,nuke
GGL,A-Gaming,A-Gaming,7,16,dust2
LANBOKEN,dAT,dAT,5,16,inferno
schlaegeros,team_MDL,team_MDL,8,16,mirage
NO SIR!,OverGaming,OverGaming,3,16,dust2
dope,Wu,Wu,7,16,mirage
aimface,Games4u,Games4u,5,16,mirage
myKPV,dAT,dAT,20,26,nuke
Genk,TyLoo,TyLoo,7,16,cache
Super.Perfect Feel,Silver,Silver,5,16,inferno
LDLC,Titan,Titan,17,21,cache
Switzerland,Sweden,Sweden,1,16,mirage
Epsilon,Virtus.pro,Virtus.pro,22,26,cache
Titan,fnatic,fnatic,4,16,train
Hungary,Kazakhstan,Kazakhstan,7,16,nuke
Villain League,Divine.Pro,Divine.Pro,8,16,inferno
Prison on Fire,Storm,Storm,3,16,inferno
savage,iBUYPOWER,iBUYPOWER,10,16,cache
NetcodeGuides.com,Cloud9,Cloud9,6,16,dust2
HellRaisers,dignitas,dignitas,28,31,nuke
Virtus.pro,Titan,Titan,3,16,nuke
Epsilon,Titan,Titan,4,16,cache
Virtus.pro,fnatic,fnatic,14,16,cache
mousesports,Epsilon,Epsilon,0,16,inferno
LDLC,NiP,NiP,5,16,inferno
HellRaisers,NiP,NiP,2,16,overpass
SKDC,Flaming,Flaming,12,16,season
Exertus,LunatiK,LunatiK,7,16,dust2
Macedonia,Slovakia,Slovakia,1,16,mirage
Hungary,Czech,Czech,14,16,mirage
Epsilon,Virtus.pro,Virtus.pro,9,16,dust2
Belarus,France,France,4,16,mirage
Cloud9,LunatiK,LunatiK,10,16,season
Epsilon,Titan,Titan,13,16,dust2
Epsilon,Titan,Titan,8,16,dust2
Germany,Finland,Finland,10,16,mirage
NetcodeGuides.com,Exertus,Exertus,8,16,season
United Kingdom,Denmark,Denmark,10,16,nuke
Virtus.pro,OverGaming,OverGaming,12,16,inferno
OverGaming,Titan,Titan,1,16,train
OverGaming,Virtus.pro,Virtus.pro,5,16,train
Kazakhstan,Bosnia,Bosnia,10,16,mirage
Flaming Rainbows,iBUYPOWER,iBUYPOWER,12,16,mirage
RELiABLE,LunatiK,LunatiK,11,16,season
RELiABLE,iBUYPOWER,iBUYPOWER,12,16,season
dignitas,Virtus.pro,Virtus.pro,11,16,season
Titan,NiP,NiP,11,16,nuke
Norway,Poland,Poland,5,16,dust2
Hungary,Netherlands,Netherlands,13,16,mirage
Epsilon,fnatic,fnatic,10,16,inferno
OverGaming,Titan,Titan,14,16,cache
Czech Republic,Ukraine,Ukraine,7,16,mirage
dignitas,Virtus.pro,Virtus.pro,5,16,mirage
Portugal,Serbia,Serbia,14,16,inferno
HellRaisers,LDLC,LDLC,11,16,inferno
Virtus.pro,fnatic,fnatic,10,16,train
Latvia,Slovakia,Slovakia,10,16,dust2
NetcodeGuides.com,Cloud9,Cloud9,3,16,season
LunatiK,Cloud9,Cloud9,11,16,dust2
SKDC,Exertus,Exertus,7,16,cache
Mobility,iBUYPOWER,iBUYPOWER,10,16,inferno
savage,NetcodeGuides.com,NetcodeGuides.com,10,16,cache
Epsilon,NiP,NiP,12,16,inferno
HellRaisers,Virtus.pro,Virtus.pro,3,16,mirage
dignitas,LDLC,LDLC,11,16,dust2
Titan,fnatic,fnatic,12,16,inferno
SKDC,Exertus,Exertus,9,16,season
MWNL,savage,savage,11,16,nuke
Rasta,you,you,2,16,mirage
4andahalfmen,United,United,5,16,nuke
Area 51,iBUYPOWER,iBUYPOWER,5,16,dust2
Exertus,NetcodeGuides.com,NetcodeGuides.com,11,16,nuke
VexX,savage,savage,5,16,season
Cloud9,iBUYPOWER,iBUYPOWER,6,16,dust2
RELiABLE,Justus,Justus,7,16,season
Exertus,LunatiK,LunatiK,10,16,nuke
RELiABLE,NetcodeGuides.com,NetcodeGuides.com,7,16,cache
LunatiK,iBUYPOWER,iBUYPOWER,8,16,cache
SKDC,Justus,Justus,9,16,inferno
Justus Pro,savage,savage,11,16,dust2
Cloud9,iBUYPOWER,iBUYPOWER,7,16,dust2
Cloud9,RELiABLE,RELiABLE,10,16,mirage
MWNL,iBUYPOWER,iBUYPOWER,2,16,cache
Area 51,savage,savage,9,16,nuke
VexX,iBUYPOWER,iBUYPOWER,8,16,nuke
Virtus.pro,fnatic,fnatic,9,16,inferno
Global,RELiABLE,RELiABLE,4,16,nuke
SKDC,Cloud9,Cloud9,2,16,cache
RELiABLE,iBUYPOWER,iBUYPOWER,4,16,mirage
MWNL,Area,Area,9,16,dust2
VexX,SKDC,SKDC,12,16,cache
Exertus,Cloud9,Cloud9,11,16,inferno
Exertus,Cloud9,Cloud9,3,16,cache
NetcodeGuides.com,iBUYPOWER,iBUYPOWER,9,16,cache
Natus Vincere,Virtus.pro,Virtus.pro,15,19,dust2
Virtus.pro,mousesports,mousesports,9,16,mirage
Area 51,VexX,VexX,17,19,nuke
iBUYPOWER,Exertus,Exertus,4,16,mirage
RELiABLE,SKDC,SKDC,5,16,inferno
NetcodeGuides.com,Cloud9,Cloud9,12,16,nuke
iBUYPOWER,SKDC,SKDC,20,22,nuke
Flaming Rainbows,Exertus,Exertus,10,16,cache
Cytik,Exertus,Exertus,5,16,mirage
Mobility,RELiABLE,Mobility,16,3,cache
Armata,SKDC,Armata,16,9,inferno
CPH Wolves,Orbit,CPH Wolves,26,21,inferno
TMVG,HellRaisers,HellRaisers,10,16,nuke
mousesports,dAT,mousesports,16,6,mirage
PENTA,Epsilon,Epsilon,6,16,cache
MTW,TMVG,TMVG,11,16,mirage
Games4u,dAT,dAT,6,16,mirage
Orbit,dope,Orbit,16,8,inferno
PENTA,ttc,PENTA,16,9,mirage
RELiABLE,iBUYPOWER,iBUYPOWER,3,16,dust2
SKDC,iBUYPOWER,iBUYPOWER,4,16,inferno
LunatiK,NetcodeGuides.com,NetcodeGuides.com,3,16,inferno
RELiABLE,Flaming,Flaming,2,16,inferno
NewStyle,TMVG,TMVG,13,16,dust2
Imaginary,ttc,ttc,13,16,mirage
FLÆK!,NewStyle,NewStyle,18,21,nuke
myXMG,Imaginary,Imaginary,13,16,mirage
Natus Vincere,mousesports,mousesports,10,16,train
Rize,ttc,ttc,7,16,mirage
Playing Ducks,FLÆK!,FLÆK!,11,16,dust2
highgrade,TMVG,TMVG,8,16,inferno
ALTERNATE aTTaX,Imaginary,Imaginary,6,16,mirage
Planetkey,TMVG,TMVG,6,16,dust2
AliGon,NewStyle,NewStyle,7,16,inferno
Cursive,PENTA,PENTA,7,16,inferno
AliGon,Cursive,Cursive,14,16,mirage
REVOLTE,myXMG,myXMG,14,16,inferno
FlipSid3,Cursive,Cursive,14,16,inferno
DeZe,PENTA,PENTA,6,16,inferno
Luminary,dope,dope,12,16,mirage
Hybrid,AliGon,AliGon,9,16,inferno
OverGaming,REVOLTE,REVOLTE,14,16,inferno
RGMF,myXMG,myXMG,2,16,dust2
FLÆK!,FlipSid3,FlipSid3,6,16,inferno
Exertus,iBUYPOWER,iBUYPOWER,6,16,inferno
Cloud9,LunatiK,LunatiK,1,16,dust2
Global,Exertus,Exertus,8,16,dust2
Flaming Rainbows,Cloud9,Cloud9,4,16,inferno
Airwalk,neXtPlease!,neXtPlease!,3,16,inferno
SKDC,LunatiK,LunatiK,12,16,mirage
iBUYPOWER,NetcodeGuides.com,NetcodeGuides.com,4,16,season
RELiABLE,LunatiK,LunatiK,4,16,dust2
Justus Pro,NetcodeGuides.com,NetcodeGuides.com,13,16,train
Tempo,Global,Global,7,16,cache
Epsilon,dignitas,dignitas,11,16,train
TGM,thechaps,TGM,16,12,nuke
Infused,OHYEA,Infused,16,1,mirage
SKDC,savage,savage,7,16,dust2
Tempo,LunatiK,LunatiK,14,16,dust2
SKDC,NetcodeGuides.com,NetcodeGuides.com,9,16,mirage
RELiABLE,NetcodeGuides.com,NetcodeGuides.com,10,16,dust2
LunatiK,SKDC,SKDC,7,16,mirage
Titan,dignitas,dignitas,1,16,nuke
dignitas,Cloud9,Cloud9,14,16,mirage
iBUYPOWER,Virtus.pro,Virtus.pro,2,16,cache
Virtus.pro,fnatic,fnatic,16,19,overpass
CPH Wolves,Natus,Natus,17,19,dust2
Natus Vincere,LDLC,LDLC,12,16,inferno
HellRaisers,NiP,NiP,11,16,overpass
NiP,Epsilon,Epsilon,6,16,cobblestone
LunatiK,Flaming,Flaming,13,16,mirage
Vox Eminor,Titan,Titan,1,16,nuke
Titan,Cloud9,Cloud9,18,22,dust2
Vox Eminor,dignitas,dignitas,9,16,dust2
dAT,iBUYPOWER,iBUYPOWER,6,16,cobblestone
iBUYPOWER,fnatic,fnatic,7,16,cobblestone
dAT,Virtus.pro,Virtus.pro,7,16,overpass
London Conspiracy,CPH,CPH,5,16,cache
CPH Wolves,Natus,Natus,6,16,inferno
London Conspiracy,LDLC,LDLC,2,16,nuke
Wolf,HellRaisers,HellRaisers,4,16,mirage
HellRaisers,Epsilon,Epsilon,1,16,inferno
Wolf,NiP,NiP,7,16,dust2
Area 51,SKDC,SKDC,10,16,cache
Global,savage,savage,11,16,cache
VexX,LunatiK,LunatiK,13,16,cache
LunatiK,savage,savage,14,16,cache
United Estonia,SVETTiGA,United Estonia,16,10,inferno
ESC,OverGaming,ESC,15,15,mirage
Rasta,4andahalfmen,4andahalfmen,6,16,dust2
Nostalgie,Berzerk,Berzerk,14,16,dust2
OnlineBOTS,Berzerk,Berzerk,10,16,inferno
VexX,Global,Global,13,16,inferno
Justus Pro,MWNL,MWNL,12,16,cache
Tempo,NetcodeGuides.com,NetcodeGuides.com,14,16,cache
ESG!,fnatic,fnatic,9,16,mirage
ESG!,mousesports,mousesports,9,16,dust2
ESG!,Natus,Natus,12,16,dust2
ESC,fnatic,fnatic,5,16,train
OnlineBOTS,fnatic,fnatic,1,16,dust2
LDLC,mousesports,mousesports,8,16,mirage
Exertus,LunatiK,LunatiK,14,16,dust2
MWNL,NetcodeGuides.com,NetcodeGuides.com,1,16,mirage
OverGaming,Epsilon,Epsilon,12,16,inferno
AliGon,MTW,MTW,13,16,mirage
FlipSid3,dAT,dAT,12,16,mirage
OverGaming,ESG!,OverGaming,15,15,mirage
Epsilon,ESC,ESC,12,16,mirage
Menace,MTW,MTW,12,16,dust2
OverGaming,Berzerk,Berzerk,10,16,nuke
Playing Ducks,dAT,dAT,9,16,mirage
highgrade,AliGon,AliGon,3,16,mirage
OnlineBOTS,ESC,ESC,3,16,mirage
ENCORE,Menace,Menace,10,16,mirage
unu.AiN,highgrade,highgrade,13,16,inferno
Berzerk,ESG!,ESG!,12,16,dust2
OnlineBOTS,FlipSid3,FlipSid3,4,16,mirage
HEADSHOTBG,dAT,dAT,12,16,inferno
NO SIR!,MTW,MTW,9,16,mirage
Lucidez,Playing,Playing,3,16,mirage
NewStyle,OnlineBOTS,OnlineBOTS,14,16,inferno
Expert,AliGon,AliGon,11,16,cache
ttc,FlipSid3,FlipSid3,19,21,mirage
OverGaming,fnatic,fnatic,6,16,mirage
Natus Vincere,fnatic,fnatic,8,16,cache
OnlineBOTS,Epsilon,Epsilon,0,16,inferno
Natus Vincere,Titan,Titan,1,16,mirage
OverGaming,LDLC,LDLC,12,16,nuke
NetcodeGuides.com,Flaming,Flaming,10,16,dust2
RELiABLE,Exertus,Exertus,7,16,mirage
MWNL,SKDC,SKDC,11,16,inferno
savage,NetcodeGuides.com,NetcodeGuides.com,16,19,inferno
RELiABLE,Exertus,Exertus,13,16,inferno
Area 51,NetcodeGuides.com,NetcodeGuides.com,2,16,mirage
Natus Vincere,LDLC,LDLC,13,16,mirage
Titan,mousesports,mousesports,12,16,mirage
Berzerk,ESC,Berzerk,15,15,nuke
Natus Vincere,HellRaisers,Natus Vincere,15,15,mirage
mousesports,Virtus.pro,Virtus.pro,12,16,mirage
dignitas,fnatic,fnatic,12,16,dust2
Titan,Virtus.pro,Virtus.pro,14,16,inferno
OverGaming,Titan,Titan,12,16,inferno
RELiABLE,Cloud9,Cloud9,3,16,cache
NetcodeGuides.com,Exertus,Exertus,9,16,dust2
VexX,NetcodeGuides.com,NetcodeGuides.com,9,16,inferno
Berzerk,Epsilon,Epsilon,9,16,dust2
Reason,HellRaisers,HellRaisers,7,16,inferno
OnlineBOTS,LDLC,LDLC,7,16,dust2
LDLC,Epsilon,Epsilon,12,16,inferno
Nostalgie,ESG!,ESG!,9,16,mirage
Virtus.pro,LDLC,LDLC,11,16,inferno
Berzerk,HellRaisers,HellRaisers,2,16,nuke
Tempo,Exertus,Exertus,14,16,mirage
Area 51,LunatiK,LunatiK,3,16,inferno
Death.Energy,MTW,MTW,17,21,dust2
LDLC,Titan,Titan,13,16,inferno
myKPV,Death.Energy,Death.Energy,10,16,inferno
Berzerk,Titan,Titan,6,16,inferno
4andahalfmen,thechaps,4andahalfmen,16,10,mirage
Rasta,SVETTiGA,Rasta,16,11,mirage
MTW,mousesports,mousesports,6,16,dust2
OnlineBOTS,OverGaming,OverGaming,6,16,mirage
OverGaming,Virtus.pro,Virtus.pro,10,16,mirage
Death.Energy,MTW,MTW,14,16,mirage
OnlineBOTS,Titan,Titan,4,16,inferno
myKPV,mousesports,mousesports,7,16,cache
Nostalgie,Titan,Titan,6,16,dust2
SKDC,Flaming,Flaming,14,16,nuke
SKDC,Cloud9,Cloud9,13,16,inferno
SKDC,Exertus,Exertus,14,16,nuke
savage,Exertus,Exertus,7,16,mirage
ALTERNATE aTTaX,Playing,Playing,10,16,dust2
team,Playing,Playing,7,16,train
ALTERNATE aTTaX,Planetkey,Planetkey,8,16,dust2
Playing Ducks,ALTERNATE,ALTERNATE,10,16,dust2
team,Planetkey,Planetkey,12,16,inferno
Epsilon,London,London,12,16,inferno
mousesports,Titan,Titan,3,16,mirage
fm-eSports,Virtus.pro,Virtus.pro,1,16,mirage
Epsilon,iBUYPOWER,iBUYPOWER,13,16,inferno
ESG!,Titan,Titan,11,16,mirage
Infused,fnatic,fnatic,12,16,inferno
London Conspiracy,NiP,NiP,11,16,dust2
Infused,Epsilon,Epsilon,7,16,inferno
fm-eSports,ESG!,ESG!,6,16,inferno
Virtus.pro,dignitas,dignitas,7,16,nuke
London Conspiracy,fnatic,fnatic,6,16,cache
mousesports,dignitas,dignitas,11,16,dust2
NiP,iBUYPOWER,iBUYPOWER,10,16,inferno
mousesports,ESG!,ESG!,12,16,mirage
Virtus.pro,Titan,Virtus.pro,15,15,mirage
Infused,iBUYPOWER,Infused,15,15,inferno
Infused,NiP,NiP,12,16,cache
ESG!,dignitas,dignitas,7,16,dust2
fm-eSports,Titan,Titan,4,16,mirage
Virtus.pro,mousesports,mousesports,9,16,cache
NiP,fnatic,fnatic,14,16,dust2
iBUYPOWER,London,London,11,16,inferno
Epsilon,fnatic,fnatic,6,16,inferno
ESG!,Virtus.pro,Virtus.pro,12,16,cache
Titan,dignitas,dignitas,7,16,inferno
Infused,London,London,6,16,inferno
iBUYPOWER,fnatic,iBUYPOWER,15,15,dust2
NiP,Epsilon,Epsilon,14,16,dust2
fm-eSports,mousesports,mousesports,3,16,mirage
PENTA,Recursive,Recursive,20,22,inferno
MARVEL,Recursive,Recursive,3,16,dust2
PENTA,Nostalgie,Nostalgie,5,16,nuke
Recursive,Nostalgie,Nostalgie,6,16,inferno
MARVEL,PENTA,PENTA,7,16,nuke
RCTIC,Expert,Expert,2,16,inferno
Paranoia,RCTIC,RCTIC,3,16,inferno
Expert,Games4u,Games4u,2,16,mirage
RCTIC,Expert,Expert,11,16,nuke
Paranoia,Games4u,Games4u,16,19,dust2
Area 51,Global,Global,15,19,inferno
Cloud9,NetcodeGuides.com,NetcodeGuides.com,12,16,nuke
RELiABLE,LunatiK,LunatiK,6,16,nuke
Global,Justus,Justus,8,16,mirage
naMNam,myRevenge,myRevenge,8,16,cache
myRevenge,ENCORE,ENCORE,2,16,mirage
ajuri,naMNam,naMNam,1,16,cache
